,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
7,11/6/2016,1.9,5678.73,161.06,118.1,24.62,5375,5375,0,0,organic,2016,HarrisburgScranton
8,10/30/2016,1.82,4036.39,252.91,202.95,16.24,3564,3530,35,0,organic,2016,HarrisburgScranton
9,10/23/2016,1.44,3509.18,40.51,154.23,17.03,3297,3297,0,0,organic,2016,HarrisburgScranton
10,10/16/2016,1.79,5193.18,135.24,192.75,11.95,4853,4853,0,0,organic,2016,HarrisburgScranton
11,10/9/2016,1.72,4687.32,114.75,193.84,12.44,4366,4358,9,0,organic,2016,HarrisburgScranton
12,10/2/2016,1.86,4651.52,199.5,142.72,18.24,4291,4283,9,0,organic,2016,HarrisburgScranton
13,9/25/2016,1.91,6840.51,175.79,157.45,24.9,6482,6474,8,0,organic,2016,HarrisburgScranton
14,9/18/2016,2.06,9663.48,220.83,194.94,22.98,9225,9221,4,0,organic,2016,HarrisburgScranton
15,9/11/2016,2.03,9668.53,414.94,340.74,17.53,8895,8646,249,0,organic,2016,HarrisburgScranton
16,9/4/2016,1.85,7464.59,276.48,260.91,21.38,6906,6530,375,0,organic,2016,HarrisburgScranton
17,8/28/2016,1.69,3284.45,214.69,298.76,18.72,2752,2752,0,0,organic,2016,HarrisburgScranton
18,8/21/2016,1.56,7470.66,376.97,300.68,10.04,6783,6771,12,0,organic,2016,HarrisburgScranton
19,8/14/2016,1.62,3590.48,269.64,336.68,13.51,2971,2954,17,0,organic,2016,HarrisburgScranton
20,8/7/2016,1.72,6079.97,250.68,286.28,16.12,5527,5515,12,0,organic,2016,HarrisburgScranton
21,7/31/2016,1.68,5590.38,165.41,200.86,32.52,5192,5192,0,0,organic,2016,HarrisburgScranton
22,7/24/2016,1.62,5387.66,154.4,319.09,138.06,4776,4513,263,0,organic,2016,HarrisburgScranton
23,7/17/2016,2.04,12285.03,236.86,185.69,536.89,11326,9574,1751,0,organic,2016,HarrisburgScranton
24,7/10/2016,1.88,7574.45,302.48,199.16,203.97,6869,6723,145,0,organic,2016,HarrisburgScranton
25,7/3/2016,1.81,7342.95,290.67,289.24,308.49,6455,5908,546,0,organic,2016,HarrisburgScranton
26,6/26/2016,1.9,6794.88,205.15,168.16,186.94,6235,5439,795,0,organic,2016,HarrisburgScranton
27,6/19/2016,1.9,8174.73,124.31,170.04,180.1,7700,7113,587,0,organic,2016,HarrisburgScranton
28,6/12/2016,1.91,7873.7,284.07,168.49,1273.02,6148,5204,944,0,organic,2016,HarrisburgScranton
29,6/5/2016,1.59,8318.68,151.5,127.87,16.65,8023,7146,877,0,organic,2016,HarrisburgScranton
30,5/29/2016,1.75,9117.05,191.45,190.06,22.57,8713,7699,1014,0,organic,2016,HarrisburgScranton
31,5/22/2016,1.81,8511.92,402.74,145.32,20.24,7944,7642,301,0,organic,2016,HarrisburgScranton
32,5/15/2016,1.79,9086.18,328.73,146.41,21.09,8590,7718,872,0,organic,2016,HarrisburgScranton
33,5/8/2016,1.6,6605.29,169.6,177.87,17.99,6240,5685,555,0,organic,2016,HarrisburgScranton
34,5/1/2016,1.79,9184.96,291.91,165.23,9.36,8718,8581,138,0,organic,2016,HarrisburgScranton
35,4/24/2016,1.92,11095.97,179.81,254.47,10.97,10651,9413,1238,0,organic,2016,HarrisburgScranton
36,4/17/2016,1.79,8785.44,201.05,205.18,12.85,8366,7950,416,0,organic,2016,HarrisburgScranton
37,4/10/2016,1.83,6966,93.75,191.64,11.15,6669,5468,1201,0,organic,2016,HarrisburgScranton
38,4/3/2016,1.83,9154.93,238.58,154.46,13.18,8749,7753,996,0,organic,2016,HarrisburgScranton
39,3/27/2016,1.83,8688.2,116.04,116.04,17.93,8438,7987,451,0,organic,2016,HarrisburgScranton
40,3/20/2016,1.51,7351.07,156.14,294.15,9.6,6891,6110,781,0,organic,2016,HarrisburgScranton
41,3/13/2016,1.57,8599.69,219.32,276.6,18.01,8086,5851,2235,0,organic,2016,HarrisburgScranton
42,3/6/2016,1.58,8782.58,156.76,264.54,19,8342,3238,5104,0,organic,2016,HarrisburgScranton
43,2/28/2016,1.83,7183.79,169.67,204.73,23.09,6786,3362,3425,0,organic,2016,HarrisburgScranton
44,2/21/2016,1.87,5950.64,150.33,264.13,23.92,5512,1916,3597,0,organic,2016,HarrisburgScranton
45,2/14/2016,2.22,4784.79,208.23,249.04,20.39,4307,1531,2776,0,organic,2016,HarrisburgScranton
46,2/7/2016,1.91,7315.19,174.72,253.63,7.42,6879,2493,4387,0,organic,2016,HarrisburgScranton
47,1/31/2016,1.49,8501.28,86.08,186.27,15.3,8214,719,7495,0,organic,2016,HarrisburgScranton
48,1/24/2016,1.79,7830.1,100.32,193.57,13.56,7523,1931,5592,0,organic,2016,HarrisburgScranton
49,1/17/2016,2,4610.66,107.45,294.08,12.85,4196,979,3217,0,organic,2016,HarrisburgScranton
50,1/10/2016,1.32,7967.11,119.43,203.03,16.19,7628,690,6938,0,organic,2016,HarrisburgScranton
51,1/3/2016,1.58,7329.14,68.45,195.37,12.83,7052,642,6411,0,organic,2016,HarrisburgScranton
0,12/25/2016,2.41,8403.07,64.48,3552.13,13.72,4773,4456,316,0,organic,2016,HartfordSpringfield
1,12/18/2016,2.36,8155.56,152.23,3987.7,4.11,4012,3905,107,0,organic,2016,HartfordSpringfield
2,12/11/2016,2.54,7514.4,19.71,3180.04,10.97,4304,4300,4,0,organic,2016,HartfordSpringfield
3,12/4/2016,2.42,8036.44,103.64,3639.96,2.74,4290,4290,0,0,organic,2016,HartfordSpringfield
4,11/27/2016,2.67,7148.3,46.61,3046.39,2.74,4053,4007,46,0,organic,2016,HartfordSpringfield
5,11/20/2016,2.3,9689.09,186.96,5910.73,0,3591,3372,219,0,organic,2016,HartfordSpringfield
6,11/13/2016,2.68,5260.62,15.23,3074.13,20.77,2150,2143,8,0,organic,2016,HartfordSpringfield
7,11/6/2016,2.57,6674.17,73.43,3159.34,2.77,3439,3331,108,0,organic,2016,HartfordSpringfield
8,10/30/2016,2.34,4272.13,275.57,2734.41,1.38,1261,1080,180,0,organic,2016,HartfordSpringfield
9,10/23/2016,1.98,1494.63,65.87,897.05,1.38,530,473,58,0,organic,2016,HartfordSpringfield
10,10/16/2016,2.33,5131.43,35.26,3657.66,12.47,1426,1237,189,0,organic,2016,HartfordSpringfield
11,10/9/2016,2.34,6836.11,48.42,3841.72,2.77,2943,2855,88,0,organic,2016,HartfordSpringfield
12,10/2/2016,2.33,7328.91,61.79,3168.72,6.91,4091,3938,154,0,organic,2016,HartfordSpringfield
13,9/25/2016,2.34,9905.86,188.52,3116.08,13.79,6587,6492,96,0,organic,2016,HartfordSpringfield
14,9/18/2016,2.36,10644.73,83.96,3101.07,5.51,7454,7427,27,0,organic,2016,HartfordSpringfield
15,9/11/2016,2.27,12509.69,218.44,5314.04,10.99,6966,6848,118,0,organic,2016,HartfordSpringfield
16,9/4/2016,2.34,9021.82,167.34,4191.66,9.6,4653,4653,0,0,organic,2016,HartfordSpringfield
17,8/28/2016,2.23,4688.55,51.92,3719.75,0,917,833,84,0,organic,2016,HartfordSpringfield
18,8/21/2016,2.09,6181.23,151.97,4182.89,2.74,1844,1676,167,0,organic,2016,HartfordSpringfield
19,8/14/2016,2.19,5131.72,65.19,3573.57,9.56,1483,1189,294,0,organic,2016,HartfordSpringfield
20,8/7/2016,2.36,5402.37,35.74,3832.23,2.73,1532,1532,0,0,organic,2016,HartfordSpringfield
21,7/31/2016,2.19,5524.69,134.45,3695.32,1.36,1694,1694,0,0,organic,2016,HartfordSpringfield
22,7/24/2016,2.3,7492.17,28.58,3330.69,2.72,4130,4130,0,0,organic,2016,HartfordSpringfield
23,7/17/2016,2.39,12209.9,19.02,3863.13,8.15,8320,8320,0,0,organic,2016,HartfordSpringfield
24,7/10/2016,2.33,9578.06,202.21,3689.57,1.36,5685,5685,0,0,organic,2016,HartfordSpringfield
25,7/3/2016,2.33,9168.9,167.86,3744.45,8.12,5248,5248,0,0,organic,2016,HartfordSpringfield
26,6/26/2016,2.32,7355.55,37.86,3299.19,4.06,4014,4014,0,0,organic,2016,HartfordSpringfield
27,6/19/2016,2.31,7083.46,53.14,3159.79,0,3871,3871,0,0,organic,2016,HartfordSpringfield
28,6/12/2016,2.31,5799.45,121.61,3428.72,14.86,2234,2234,0,0,organic,2016,HartfordSpringfield
29,6/5/2016,2.27,7906.25,20.1,3652.17,0,4234,4219,15,0,organic,2016,HartfordSpringfield
30,5/29/2016,2.36,8731.75,108.44,4143.31,4.02,4476,4437,39,0,organic,2016,HartfordSpringfield
31,5/22/2016,2.36,10501.75,29.41,3535.03,0,6937,6925,12,0,organic,2016,HartfordSpringfield
32,5/15/2016,2.34,7461.06,22.7,3504.75,14.69,3919,3866,53,0,organic,2016,HartfordSpringfield
33,5/8/2016,2.16,8622.92,25.33,3861.42,5.33,4731,4470,261,0,organic,2016,HartfordSpringfield
34,5/1/2016,2.4,13840.67,105.24,6947.38,0,6788,6560,228,0,organic,2016,HartfordSpringfield
35,4/24/2016,2.24,10677.34,134.18,3140.18,1.33,7402,7325,77,0,organic,2016,HartfordSpringfield
36,4/17/2016,2.2,8121.64,79.93,3363.85,0,4678,4044,634,0,organic,2016,HartfordSpringfield
37,4/10/2016,2.31,8039.96,33.34,2817.51,0,5189,5145,44,0,organic,2016,HartfordSpringfield
38,4/3/2016,2.33,8734.54,219.02,2777.81,0,5738,5738,0,0,organic,2016,HartfordSpringfield
39,3/27/2016,2.18,8342.54,117.56,2754.65,0,5470,5470,0,0,organic,2016,HartfordSpringfield
40,3/20/2016,2.3,6407.43,160.54,3228.32,2.68,3016,3016,0,0,organic,2016,HartfordSpringfield
41,3/13/2016,2.18,6620.7,716.95,2830.9,10.72,3062,3050,12,0,organic,2016,HartfordSpringfield
42,3/6/2016,2.18,6367.65,657.42,3388.23,0,2322,2313,9,0,organic,2016,HartfordSpringfield
43,2/28/2016,2.28,9372.36,88.62,5929.21,0,3355,3355,0,0,organic,2016,HartfordSpringfield
44,2/21/2016,2.24,4735.53,127.66,2709.06,6.72,1892,1892,0,0,organic,2016,HartfordSpringfield
45,2/14/2016,2.31,4968.79,149.4,3103.78,0,1716,1698,18,0,organic,2016,HartfordSpringfield
46,2/7/2016,2.32,7536.3,190.13,5285.63,13.48,2047,1900,147,0,organic,2016,HartfordSpringfield
47,1/31/2016,2.27,4585.28,126.99,2375.58,16.21,2067,1886,180,0,organic,2016,HartfordSpringfield
48,1/24/2016,2.28,4508.3,98.73,2428.94,4.06,1977,1971,6,0,organic,2016,HartfordSpringfield
49,1/17/2016,2.21,3834.56,384.59,3048.31,4.06,398,377,21,0,organic,2016,HartfordSpringfield
50,1/10/2016,2.08,3984.77,149.26,2769.26,6.78,1059,505,555,0,organic,2016,HartfordSpringfield
51,1/3/2016,1.51,5895.92,95.21,4683.24,9.52,1108,625,483,0,organic,2016,HartfordSpringfield
0,12/25/2016,1.21,20826.21,10951.58,88.01,0,9787,9783,3,0,organic,2016,Houston
1,12/18/2016,1,23369.48,7508.82,48.87,0,15812,15812,0,0,organic,2016,Houston
2,12/11/2016,1.02,22650.75,6744.69,46.91,0,15859,15859,0,0,organic,2016,Houston
3,12/4/2016,1,23759.48,7476,37.13,0,16246,16243,3,0,organic,2016,Houston
4,11/27/2016,0.98,38114.66,11547.29,19.54,0,26548,26545,3,0,organic,2016,Houston
5,11/20/2016,0.99,36090.09,11095.9,37.11,0,24957,24950,7,0,organic,2016,Houston
6,11/13/2016,1.1,38684.7,13849.17,25.58,0,24810,24787,23,0,organic,2016,Houston
7,11/6/2016,1.43,34163.02,14208.05,29.52,0,19925,19912,13,0,organic,2016,Houston
8,10/30/2016,1.46,28128.59,18490.37,11.82,0,9626,9623,3,0,organic,2016,Houston
9,10/23/2016,1.43,28930.46,26196.98,31.49,0,2702,2702,0,0,organic,2016,Houston
10,10/16/2016,0.89,48889.9,16501.32,19.65,0,32369,32359,10,0,organic,2016,Houston
11,10/9/2016,0.84,41224.63,14845.83,41.19,0,26338,26331,7,0,organic,2016,Houston
12,10/2/2016,0.81,43340.59,14646.38,17.61,0,28677,28667,10,0,organic,2016,Houston
13,9/25/2016,0.87,40784.87,13792.1,93.57,0,26899,26876,23,0,organic,2016,Houston
14,9/18/2016,0.9,42158.24,14726.43,44.64,0,27387,27347,40,0,organic,2016,Houston
15,9/11/2016,0.87,47076.79,14889.88,28.98,0,32158,32088,70,0,organic,2016,Houston
16,9/4/2016,0.91,44369.75,13279.9,34.61,0,31055,31009,47,0,organic,2016,Houston
17,8/28/2016,0.91,46968.92,15291.42,28.93,0,31649,31612,37,0,organic,2016,Houston
18,8/21/2016,0.98,34420.5,11016.48,40.33,0,23364,23304,60,0,organic,2016,Houston
19,8/14/2016,1.1,31622.99,10822.39,30.59,0,20770,20700,70,0,organic,2016,Houston
20,8/7/2016,1.36,21560.06,11937.18,20.93,0,9602,9475,127,0,organic,2016,Houston
21,7/31/2016,1.45,21414.84,15274.5,20.85,0,6119,6036,83,0,organic,2016,Houston
22,7/24/2016,1.45,22178.66,17407.63,22.74,0,4748,4702,47,0,organic,2016,Houston
23,7/17/2016,1.39,20729.16,16079.93,30.3,0,4619,4579,40,0,organic,2016,Houston
24,7/10/2016,1.2,25644.01,14763.71,41.96,0,10838,10770,69,0,organic,2016,Houston
25,7/3/2016,1.29,15452.08,9887.91,49.34,0,5515,5392,123,0,organic,2016,Houston
26,6/26/2016,1.32,14968.56,9384.38,39.92,0,5544,4950,594,0,organic,2016,Houston
27,6/19/2016,1.13,17848.83,9746.5,55.2,0,8047,4002,4045,0,organic,2016,Houston
28,6/12/2016,1.05,19398.78,8780.1,51.55,0,10567,9910,657,0,organic,2016,Houston
29,6/5/2016,1.05,20914.8,9052.29,84.02,0,11778,9908,1871,0,organic,2016,Houston
30,5/29/2016,0.96,28717.52,12198.1,72.56,0,16447,14855,1592,0,organic,2016,Houston
31,5/22/2016,0.97,28571.29,10630.19,66.78,0,17874,14837,3037,0,organic,2016,Houston
32,5/15/2016,1,22900.08,7829,40.07,0,15031,10087,4944,0,organic,2016,Houston
33,5/8/2016,1.04,20458.56,7355.94,26.73,0,13076,6978,6098,0,organic,2016,Houston
34,5/1/2016,1.1,16297.47,5949.1,32.49,0,10316,9033,1283,0,organic,2016,Houston
35,4/24/2016,1.07,15724.92,5900.79,68.56,0,9756,5787,3969,0,organic,2016,Houston
36,4/17/2016,1.11,16685.6,5531.72,51.15,0,11103,7147,3956,0,organic,2016,Houston
37,4/10/2016,1.2,13926.61,6289.57,37.68,0,7599,5797,1803,0,organic,2016,Houston
38,4/3/2016,1.18,12965.74,6048.13,46.83,0,6871,4963,1908,0,organic,2016,Houston
39,3/27/2016,1.24,12911.19,5639.73,450.28,0,6821,4670,2151,0,organic,2016,Houston
40,3/20/2016,1.29,11260.96,5689.85,77.65,7.39,5486,4171,1315,0,organic,2016,Houston
41,3/13/2016,1.25,13002.96,7387.57,79.1,0,5536,4625,912,0,organic,2016,Houston
42,3/6/2016,1.17,14320.97,7377.36,60.41,0,6883,6086,797,0,organic,2016,Houston
43,2/28/2016,1.28,12784.14,6347.37,149.39,0,6287,6231,56,0,organic,2016,Houston
44,2/21/2016,1.28,13399.83,7088.11,52.61,0,6259,5175,1084,0,organic,2016,Houston
45,2/14/2016,1.24,14196.18,6478.08,52.39,0,7666,5084,2581,0,organic,2016,Houston
46,2/7/2016,1.37,12049.42,7098.05,77.31,0,4874,4147,727,0,organic,2016,Houston
47,1/31/2016,1.44,10657.65,7059.86,63.08,0,3535,3528,7,0,organic,2016,Houston
48,1/24/2016,1.38,10504.4,5289.88,111.58,0,5103,5096,7,0,organic,2016,Houston
49,1/17/2016,1.31,11306.09,6398.07,99.57,0,4808,4808,0,0,organic,2016,Houston
50,1/10/2016,1.33,10100.44,4217.68,38.32,0,5844,5837,7,0,organic,2016,Houston
51,1/3/2016,1.36,9643.77,4233.76,53.79,0,5356,5288,68,0,organic,2016,Houston
0,12/25/2016,1.62,2583.94,114.51,1052.73,0,1417,1027,390,0,organic,2016,Indianapolis
1,12/18/2016,1.45,3202.84,110.89,1166.65,0,1925,705,1220,0,organic,2016,Indianapolis
2,12/11/2016,1.09,6248.59,112.62,1368.33,0,4768,881,3886,0,organic,2016,Indianapolis
3,12/4/2016,1.63,3346.65,143.41,1277.96,0,1925,631,1294,0,organic,2016,Indianapolis
4,11/27/2016,1.66,2862.28,120.71,984.33,0,1757,615,1142,0,organic,2016,Indianapolis
5,11/20/2016,1.59,3377.88,149.77,1228.83,0,1999,883,1116,0,organic,2016,Indianapolis
6,11/13/2016,1.71,3392.09,202.52,1130.18,0,2059,1035,1025,0,organic,2016,Indianapolis
7,11/6/2016,1.81,4057.85,203.83,1663.45,0,2191,1264,926,0,organic,2016,Indianapolis
8,10/30/2016,2.1,3125.55,150.44,1634.81,0,1340,1054,286,0,organic,2016,Indianapolis
9,10/23/2016,1.58,3929.64,145.73,1419.02,0,2365,582,1783,0,organic,2016,Indianapolis
10,10/16/2016,1.48,3492.62,161.89,1522.71,0,1808,737,1071,0,organic,2016,Indianapolis
11,10/9/2016,1.48,3479.15,133.02,1800.96,0,1545,678,868,0,organic,2016,Indianapolis
12,10/2/2016,1.9,2988.84,149.34,1570.51,0,1269,843,426,0,organic,2016,Indianapolis
13,9/25/2016,1.97,3007.07,177.86,1376.52,0,1453,794,659,0,organic,2016,Indianapolis
14,9/18/2016,1.96,2874.38,242.62,1484.61,0,1147,515,632,0,organic,2016,Indianapolis
15,9/11/2016,1.59,4864.91,425,1395.3,0,3045,1495,1550,0,organic,2016,Indianapolis
16,9/4/2016,1.56,5235.64,714.79,1827.78,0,2693,1222,1471,0,organic,2016,Indianapolis
17,8/28/2016,1.25,6033.01,528.46,1507.87,0,3997,1003,2994,0,organic,2016,Indianapolis
18,8/21/2016,1.59,4533.5,454.13,1589.22,0,2490,1321,1169,0,organic,2016,Indianapolis
19,8/14/2016,1.67,4592.37,390.91,1704.93,0,2497,1354,1143,0,organic,2016,Indianapolis
20,8/7/2016,1.7,4430.65,466.83,1188.49,0,2775,1297,1479,0,organic,2016,Indianapolis
21,7/31/2016,1.8,3264.33,303.49,1335.23,0,1626,1387,239,0,organic,2016,Indianapolis
22,7/24/2016,1.71,3652.3,368.81,1438.47,0,1845,1444,401,0,organic,2016,Indianapolis
23,7/17/2016,1.19,5015.85,440.56,1496.9,0,3078,1305,1774,0,organic,2016,Indianapolis
24,7/10/2016,1.11,5370.5,429.9,1722.68,0,3218,1233,1985,0,organic,2016,Indianapolis
25,7/3/2016,1.39,4245.31,432.92,1678.17,0,2134,1172,963,0,organic,2016,Indianapolis
26,6/26/2016,1.39,4164.06,414.49,1463.24,0,2286,1288,998,0,organic,2016,Indianapolis
27,6/19/2016,1.37,4509.52,248.19,1839.21,0,2422,1186,1236,0,organic,2016,Indianapolis
28,6/12/2016,1.34,4358.39,183.1,1784.76,0,2391,1033,1358,0,organic,2016,Indianapolis
29,6/5/2016,1.25,3998.08,141.1,1769.38,0,2088,1004,1084,0,organic,2016,Indianapolis
30,5/29/2016,1.33,4126.64,166.85,1890.42,0,2069,1429,641,0,organic,2016,Indianapolis
31,5/22/2016,1.36,3722.4,106.92,1841.73,0,1774,865,909,0,organic,2016,Indianapolis
32,5/15/2016,1.26,4772.79,72.55,1915.81,0,2784,1416,1368,0,organic,2016,Indianapolis
33,5/8/2016,1.3,3820.07,120,1964.14,26.94,1709,773,936,0,organic,2016,Indianapolis
34,5/1/2016,1.38,4413.98,144.42,1825.03,0,2445,1424,1021,0,organic,2016,Indianapolis
35,4/24/2016,1.27,4243.55,131.5,1812.03,0,2300,1236,1064,0,organic,2016,Indianapolis
36,4/17/2016,1.36,4133.9,105.66,1517.28,2.39,2509,1540,968,0,organic,2016,Indianapolis
37,4/10/2016,1.15,3566.21,91.87,1291.12,0,2183,970,1213,0,organic,2016,Indianapolis
38,4/3/2016,1.54,2278.47,105.56,1178.62,0,994,650,344,0,organic,2016,Indianapolis
39,3/27/2016,1.4,3215.76,101,1477.5,0,1637,663,974,0,organic,2016,Indianapolis
40,3/20/2016,1.26,3222.83,124.06,1194,0,1905,857,1048,0,organic,2016,Indianapolis
41,3/13/2016,1.39,2555.93,134.82,1110.28,0,1311,813,498,0,organic,2016,Indianapolis
42,3/6/2016,1.48,1831.89,250.68,1046.17,0,535,260,275,0,organic,2016,Indianapolis
43,2/28/2016,1.6,1901.93,347.96,1077.57,0,476,433,43,0,organic,2016,Indianapolis
44,2/21/2016,1.53,2235.13,320.85,1193.27,0,721,470,251,0,organic,2016,Indianapolis
45,2/14/2016,1.24,3182.4,368.91,1277.17,0,1536,590,946,0,organic,2016,Indianapolis
46,2/7/2016,1.37,3025.26,363.35,1459.7,3.32,1199,533,666,0,organic,2016,Indianapolis
47,1/31/2016,1.38,2450.94,281.67,1119.38,0,1050,517,533,0,organic,2016,Indianapolis
48,1/24/2016,1.13,3585.33,334.99,1406.09,9.92,1834,553,1281,0,organic,2016,Indianapolis
49,1/17/2016,1.51,2169.25,315.5,1240.35,8.83,605,283,321,0,organic,2016,Indianapolis
50,1/10/2016,1.51,2816.92,458.88,1268.87,0,1089,647,443,0,organic,2016,Indianapolis
51,1/3/2016,1.53,2057.45,229.67,1187.16,0,641,304,337,0,organic,2016,Indianapolis
0,12/25/2016,1.27,3439.46,259.84,79.86,11.92,3088,1003,2085,0,organic,2016,Jacksonville
1,12/18/2016,1.27,2966.96,257.99,57.07,2.38,2650,597,2053,0,organic,2016,Jacksonville
2,12/11/2016,1.34,4102.26,346.19,35.57,4.74,3716,1173,2542,0,organic,2016,Jacksonville
3,12/4/2016,1.35,3690.99,286.08,33.1,10.64,3361,837,2525,0,organic,2016,Jacksonville
4,11/27/2016,1.43,3212.61,287.21,55.43,18.87,2851,1017,1834,0,organic,2016,Jacksonville
5,11/20/2016,1.49,4653.39,400.69,88.39,5.89,4158,1537,2622,0,organic,2016,Jacksonville
6,11/13/2016,1.47,4890.43,446.05,65.91,11.77,4367,1503,2863,0,organic,2016,Jacksonville
7,11/6/2016,1.43,3789.61,312.69,69.36,4.7,3403,650,2753,0,organic,2016,Jacksonville
8,10/30/2016,1.41,4355.53,450.59,133.77,3.52,3768,250,3518,0,organic,2016,Jacksonville
9,10/23/2016,1.4,2998.64,352.97,95.3,1.18,2549,0,2549,0,organic,2016,Jacksonville
10,10/16/2016,1.36,3022.99,435.32,83.76,5.9,2498,167,2331,0,organic,2016,Jacksonville
11,10/9/2016,1.98,2187.6,1278.95,60.28,1.18,847,180,667,0,organic,2016,Jacksonville
12,10/2/2016,2.24,1990.61,1454.6,92.32,8.28,435,390,45,0,organic,2016,Jacksonville
13,9/25/2016,1.46,4250.85,803.21,73.13,0,3375,860,2515,0,organic,2016,Jacksonville
14,9/18/2016,1.36,5115.54,690.53,77.79,3.54,4344,713,3630,0,organic,2016,Jacksonville
15,9/11/2016,1.87,2614.82,1225.28,71.87,3.53,1314,923,391,0,organic,2016,Jacksonville
16,9/4/2016,1.87,2670.47,1152.74,97.73,0,1420,1417,3,0,organic,2016,Jacksonville
17,8/28/2016,1.73,2400.5,750.69,90.6,5.88,1553,1550,3,0,organic,2016,Jacksonville
18,8/21/2016,2,3378.48,1860.99,108.09,9.4,1400,1370,30,0,organic,2016,Jacksonville
19,8/14/2016,2.1,3471.82,2096.45,184.98,23.72,1167,1157,10,0,organic,2016,Jacksonville
20,8/7/2016,2.01,4141.49,2307.13,134.95,62.74,1637,1620,17,0,organic,2016,Jacksonville
21,7/31/2016,1.92,3706.68,1943.32,112.23,37.8,1613,1593,20,0,organic,2016,Jacksonville
22,7/24/2016,2.17,4109.11,2932.78,193.15,33.18,950,940,10,0,organic,2016,Jacksonville
23,7/17/2016,2.11,3794.69,2538.4,191.36,41.6,1023,1023,0,0,organic,2016,Jacksonville
24,7/10/2016,1.68,3843.3,1452.19,79.88,8.35,2303,2303,0,0,organic,2016,Jacksonville
25,7/3/2016,1.26,6402.23,1794.82,126.06,8.4,4473,4473,0,0,organic,2016,Jacksonville
26,6/26/2016,1.72,3794.29,2437.58,118.08,25.3,1213,1213,0,0,organic,2016,Jacksonville
27,6/19/2016,1.71,3747.81,2375.35,118.56,20.57,1233,1233,0,0,organic,2016,Jacksonville
28,6/12/2016,1.73,3772.07,2461.73,117.05,9.96,1183,1183,0,0,organic,2016,Jacksonville
29,6/5/2016,1.64,3604.28,1979.42,135.7,2.49,1487,1487,0,0,organic,2016,Jacksonville
30,5/29/2016,1.63,4110.96,2183.27,164.4,9.96,1753,1753,0,0,organic,2016,Jacksonville
31,5/22/2016,1.66,3862.88,2130.3,142.19,13.72,1577,1577,0,0,organic,2016,Jacksonville
32,5/15/2016,1.76,3079.43,2042.3,140.46,0,897,897,0,0,organic,2016,Jacksonville
33,5/8/2016,1.7,3174.26,1850.51,155.45,4.97,1163,1163,0,0,organic,2016,Jacksonville
34,5/1/2016,1.65,3584.65,2476.8,224.15,13.7,870,870,0,0,organic,2016,Jacksonville
35,4/24/2016,1.64,3650.65,1906.63,95.77,14.92,1633,1633,0,0,organic,2016,Jacksonville
36,4/17/2016,1.73,3452.46,2174.85,170.16,7.45,1100,1100,0,0,organic,2016,Jacksonville
37,4/10/2016,1.62,3379.11,1917.91,102.98,14.89,1343,1343,0,0,organic,2016,Jacksonville
38,4/3/2016,1.66,3632.75,2203.04,123.98,12.4,1293,1293,0,0,organic,2016,Jacksonville
39,3/27/2016,1.73,2778.43,1827.82,131.27,26.01,793,793,0,0,organic,2016,Jacksonville
40,3/20/2016,1.58,3783.94,2000.1,119.76,7.41,1657,1657,0,0,organic,2016,Jacksonville
41,3/13/2016,1.7,3152.41,2038.98,126.9,9.86,977,977,0,0,organic,2016,Jacksonville
42,3/6/2016,1.83,2650.6,1984.85,111.88,17.21,537,533,3,0,organic,2016,Jacksonville
43,2/28/2016,1.8,2362.13,1675.73,82.21,20.86,583,583,0,0,organic,2016,Jacksonville
44,2/21/2016,1.76,2679.98,1793.68,76.87,6.1,803,803,0,0,organic,2016,Jacksonville
45,2/14/2016,1.73,2550.87,1696.11,51.32,13.44,790,790,0,0,organic,2016,Jacksonville
46,2/7/2016,1.7,2292.78,1370.93,59.67,12.18,850,850,0,0,organic,2016,Jacksonville
47,1/31/2016,1.74,2697.3,1724.8,84.91,10.92,877,877,0,0,organic,2016,Jacksonville
48,1/24/2016,1.66,2934.24,1638.49,59.38,9.7,1227,1227,0,0,organic,2016,Jacksonville
49,1/17/2016,1.8,2613.23,1828.5,113.83,10.9,660,660,0,0,organic,2016,Jacksonville
50,1/10/2016,1.76,2737.65,1732.15,78.13,24.04,903,903,0,0,organic,2016,Jacksonville
51,1/3/2016,1.51,5893.02,4852.89,163.43,16.7,860,860,0,0,organic,2016,Jacksonville
0,12/25/2016,1.35,9519.43,1090.88,2506.87,0,5922,5810,112,0,organic,2016,LasVegas
1,12/18/2016,1.42,7232.71,913.95,2218.81,0,4100,4089,11,0,organic,2016,LasVegas
2,12/11/2016,1.76,6257.58,750.54,2889.92,0,2617,2585,32,0,organic,2016,LasVegas
3,12/4/2016,2.17,4786.42,937.63,2371.9,0,1477,1361,116,0,organic,2016,LasVegas
4,11/27/2016,1.74,6539.69,838.75,2060.12,0,3641,3635,6,0,organic,2016,LasVegas
5,11/20/2016,1.83,6717.05,885.91,2371.08,0,3460,3460,0,0,organic,2016,LasVegas
6,11/13/2016,1.51,11117.12,1608.57,3103.52,0,6405,6353,52,0,organic,2016,LasVegas
7,11/6/2016,1.94,6815.62,1815.17,3164.88,0,1836,1828,8,0,organic,2016,LasVegas
8,10/30/2016,2.76,3238.28,378.75,2652.66,0,207,178,29,0,organic,2016,LasVegas
